sku,item_type,manufacturer,product_name,size,count,percent_of_customers
43021001,DIAPERS,Huggies,Little Snugglers Size 2,36 ct,3,0.0022354
43022001,DIAPERS,Huggies,Little Snugglers Size Newborn,32 ct,2,0.001908
43023001,DIAPERS,Huggies,Little Snugglers Size Newborn,72 ct,3,0.0027219
43024001,DIAPERS,Huggies,Little Snugglers Size Newborn,76 ct,2,0.001908
43025001,DIAPERS,Huggies,Little Swimmers Size Large,10 ct,2,0.00207573
43026001,DIAPERS,Huggies,Little Swimmers Size Medium,11 ct,3,0.00237088
43027001,DIAPERS,Huggies,Little Swimmers Size Small,12 ct,3,0.00270474
43028001,DIAPERS,Huggies,Pull-ups 4T-5T/Girls,18 ct,2,0.00189671
43029001,DIAPERS,Huggies,Snug & Dry - Disney Size 2,38 ct,2,0.00198138
43030001,DIAPERS,Huggies,Snug & Dry - Disney Size 3,32 ct,4,0.00320223
43031001,DIAPERS,Huggies,Snug & Dry - Disney Size 3,80 ct,2,0.00216766
43032001,DIAPERS,Huggies,Snug & Dry - Disney Size 4,68 ct,3,0.00304828
43033001,DIAPERS,Huggies,Snug & Dry - Disney Size 5,24 ct,2,0.00216151
43034001,DIAPERS,Huggies,Snug & Dry - Disney Size 5,58 ct,2,0.00203219
43035001,DIAPERS,Huggies,Snug & Dry - Disney Size 6,21 ct,2,0.00203219
43036001,DIAPERS,Huggies,Snug & Dry - Disney Size 6,48 ct,2,0.00196445
43037001,DIAPERS,Huggies,Snug & Dry Size 1,44 ct,2,0.00205477
43038001,DIAPERS,Huggies,Snug & Dry Size 3,32 ct,2,0.00184128
43039001,DIAPERS,Huggies,Snug & Dry Size 4,28 ct,2,0.00155801
43040001,DIAPERS,Huggies,Snug & Dry Size 4,29 ct,2,0.00216766
43041001,DIAPERS,Huggies,Snug & Dry Size 4,66 ct,2,0.00216766
43042001,DIAPERS,Huggies,Snug & Dry Size 6,23 ct,3,0.002862
43043001,COFFEE/CREAMER,Hostess,Cake Coffee Cakes Multi Pack,11.6 oz,29,0.0252862
43044001,,Hostess,Cake Ding Dongs,15.3 oz,29,0.0251604
43045001,,Hostess,Cake Ho Hos,10 oz,32,0.0281796
43046001,,Hostess,Cake Twinkies,13.59 oz,30,0.02667
43047001,,Hostess,Cake Twinkies,2.7 oz,31,0.027299
43048001,,Hostess,Cupcakes Chocolate,12.7 oz,32,0.0277393
43049001,,Hostess,Pie Apple,4.5 oz,29,0.025412
43050001,,Hostees,Donuts Crunch Donettes Single Serve,4 oz,31,0.0269845
43051001,,Hostees,Donuts Frosted Donettes Single Serve,3 oz,29,0.0250975
43052001,,Hostees,Donuts Powdered Bagged Donettes,10.5 oz,29,0.0258523
43053001,,Hostees,Donuts Powdered Donettes Single Serve,3 oz,30,0.0264813
43054001,DIPS,Horatio,Horatio Avocado Dip ,9,30,0.0264184
43055001,POPCORN,Horatio,Horatio Buttered Popcorn ,15.7,29,0.0259152
43056001,DIPS,Horatio,Horatio Cheese Dip ,5.03,29,0.0256007
43057001,COOKIES,Horatio,Horatio Chocolate Chip Cookies ,8,29,0.0259152
43058001,DIPS,Horatio,Horatio Fondue Mix ,17.6,31,0.0268587
43059001,COOKIES,Horatio,Horatio Frosted Cookies ,8.6,30,0.0264184
43060001,COOKIES,Horatio,Horatio Fudge Brownies ,4.17,30,0.0265442
43061001,COOKIES,Horatio,Horatio Fudge Cookies ,9.8,32,0.0280538
43062001,COOKIES,Horatio,Horatio Graham Crackers ,15.2,33,0.0288716
43063001,COOKIES,Horatio,Horatio Lemon Cookies ,14.1,32,0.0281796
43064001,COOKIES,Horatio,Horatio Low Fat Cookies ,15.1,26,0.0230218
43065001,POPCORN,Horatio,Horatio Low Fat Popcorn ,13.1,30,0.0261668
43066001,POPCORN,Horatio,Horatio No Salt Popcorn ,16.5,31,0.0271103
43067001,DIPS,Horatio,Horatio Salsa Dip ,20.7,29,0.0255378
43068001,COOKIES,Horatio,Horatio Sugar Cookies ,14.7,29,0.0256007
43071001,ACETOMINIFEN,Hilltop,Hilltop 200 MG Acetominifen ,17.8,29,0.0257894
43072001,IBUPROFEN,Hilltop,Hilltop 200 MG Ibuprofen ,7.77,32,0.0277393
43073001,ASPIRIN,Hilltop,Hilltop Buffered Aspirin ,4.48,33,0.0287458
43074001,ASPIRIN,Hilltop,Hilltop Childrens Aspirin ,4.4,31,0.0268587
43075001,MOUTHWASH,Hilltop,Hilltop Mint Mouthwash ,16.2,29,0.0256007
43076001,NUTS,High Top,High Top Almonds ,6.72,32,0.0284312
43077001,FRESH VEGETABLES,High Top,High Top Asparagus ,20.8,27,0.0234621
43078001,FRESH VEGETABLES,High Top,High Top Baby Onion ,6.51,29,0.025412
43079001,FRESH VEGETABLES,High Top,High Top Beets ,10.1,31,0.0273619
43080001,FRESH VEGETABLES,High Top,High Top Broccoli ,5.85,28,0.0247201
43081001,NUTS,High Top,High Top Canned Peanuts ,7.89,32,0.0278651
43082001,FRESH FRUIT,High Top,High Top Cantelope ,10.3,32,0.0285571
43083001,FRESH VEGETABLES,High Top,High Top Cauliflower ,17.7,31,0.0273619
43084001,FRESH VEGETABLES,High Top,High Top Corn on the Cob ,14.1,32,0.0277393
43085001,FRESH VEGETABLES,High Top,High Top Dried Mushrooms ,17.7,31,0.0274877
43086001,FRESH VEGETABLES,High Top,High Top Elephant Garlic ,6.05,30,0.0262926
43087001,FRESH FRUIT,High Top,High Top Fancy Plums ,4.73,29,0.0258523
43088001,TOFU,High Top,High Top Firm Tofu ,8.6,30,0.026041
43089001,FRESH VEGETABLES,High Top,High Top Fresh Lima Beans ,9.6,32,0.0278651
43090001,FRESH FRUIT,High Top,High Top Fuji Apples ,14,32,0.0279909
43091001,FRESH VEGETABLES,High Top,High Top Garlic ,18,30,0.0265442
43092001,FRESH FRUIT,High Top,High Top Golden Delcious Apples ,19.5,30,0.0262926
43093001,FRESH VEGETABLES,High Top,High Top Green Pepper ,18.7,28,0.0250346
43094001,FRESH FRUIT,High Top,High Top Honey Dew ,15.2,30,0.0262297
43095001,FRESH FRUIT,High Top,High Top Lemons ,18.2,30,0.0267958
43096001,FRESH VEGETABLES,High Top,High Top Lettuce ,14.1,30,0.0262926
43097001,FRESH FRUIT,High Top,High Top Limes ,9.8,30,0.0263555
43098001,FRESH FRUIT,High Top,High Top Macintosh Apples ,10.1,32,0.027928
43099001,FRESH FRUIT,High Top,High Top Mandarin Oranges ,10.6,29,0.0256007
43100001,NUTS,High Top,High Top Mixed Nuts ,11.8,33,0.0291232
43101001,FRESH VEGETABLES,High Top,High Top Mushrooms ,11.6,29,0.0257894
43102001,FRESH VEGETABLES,High Top,High Top New Potatos ,4.82,28,0.0243427
43103001,FRESH VEGETABLES,High Top,High Top Onions ,16.5,31,0.0273619
43104001,FRESH FRUIT,High Top,High Top Oranges ,7.77,32,0.0278022
43105001,NUTS,High Top,High Top Party Nuts ,19.6,32,0.0279909
43106001,FRESH FRUIT,High Top,High Top Peaches ,8.8,27,0.0233992
43107001,FRESH FRUIT,High Top,High Top Plums ,12.6,30,0.0265442
43108001,FRESH VEGETABLES,High Top,High Top Potatos ,7.3,29,0.0254749
43109001,FRESH VEGETABLES,High Top,High Top Prepared Salad ,8.5,33,0.0288716
43110001,FRESH FRUIT,High Top,High Top Red Delcious Apples ,14.2,32,0.0279909
43111001,FRESH VEGETABLES,High Top,High Top Red Pepper ,5.05,32,0.0282425
43112001,FRESH VEGETABLES,High Top,High Top Shitake Mushrooms ,11.3,27,0.0240911
43113001,FRESH VEGETABLES,High Top,High Top Squash ,7.69,30,0.0261039
43114001,FRESH VEGETABLES,High Top,High Top Summer Squash ,17.7,27,0.0238395
43115001,FRESH VEGETABLES,High Top,High Top Sweet Onion ,11.5,31,0.0273619
43116001,FRESH VEGETABLES,High Top,High Top Sweet Peas ,11.3,29,0.0259152
43117001,FRESH FRUIT,High Top,High Top Tangerines ,5.21,30,0.0261668
43118001,FRESH VEGETABLES,High Top,High Top Tomatos ,13.8,30,0.0261039
43119001,NUTS,High Top,High Top Walnuts ,12.5,32,0.0281167
43120001,CLEANERS,High Quality,High Quality Counter Cleaner ,7.51,30,0.0261039
43121001,CLEANERS,High Quality,High Quality Glass Cleaner ,18.8,30,0.0259781
43122001,DEODORIZERS,High Quality,High Quality Room Freshener ,5.96,30,0.0264813
43123001,CLEANERS,High Quality,High Quality Toilet Bowl Cleaner ,20.7,33,0.0294377
43124001,,Hi-C,Juice Boxes Grabbin Grape,10 ct,32,0.0281796
43125001,,Hersheys,Syrup Chocolate,24 oz,29,0.0257265
43126001,,Hersheys,Syrup Strawberry,24 oz,31,0.0274877
43127001,,Hershey,Syrup Chocolate,24 oz,33,0.0288716
43128001,,Hershey,Syrup Chocolate,48 oz,30,0.0266071
43129001,,Hershey,Syrup Chocolate Lite,18.5 oz,29,0.0257265
43130001,,Hershey,Syrup Chocolate Sugar Free,17.5 oz,29,0.0256636
43131001,,Hershey,Syrup Strawberry,22 oz,34,0.0301296
43132001,NUTS,Hermanos,Hermanos Almonds ,9.19,32,0.0281796
43133001,FRESH VEGETABLES,Hermanos,Hermanos Asparagus ,6.02,33,0.0286829
43134001,FRESH VEGETABLES,Hermanos,Hermanos Baby Onion ,6.32,29,0.0250975
43135001,FRESH VEGETABLES,Hermanos,Hermanos Beets ,17.2,30,0.0264813
43136001,FRESH VEGETABLES,Hermanos,Hermanos Broccoli ,6.68,29,0.0257894
43137001,NUTS,Hermanos,Hermanos Canned Peanuts ,15.7,30,0.0262926
43138001,FRESH FRUIT,Hermanos,Hermanos Cantelope ,19.2,30,0.0267329
43139001,FRESH VEGETABLES,Hermanos,Hermanos Cauliflower ,16.2,30,0.0263555
43140001,FRESH VEGETABLES,Hermanos,Hermanos Corn on the Cob ,10.6,33,0.0289974
43141001,FRESH VEGETABLES,Hermanos,Hermanos Dried Mushrooms ,7.98,30,0.0259781
43142001,FRESH VEGETABLES,Hermanos,Hermanos Elephant Garlic ,7.75,32,0.0283683
43143001,FRESH FRUIT,Hermanos,Hermanos Fancy Plums ,14.5,30,0.0265442
43144001,TOFU,Hermanos,Hermanos Firm Tofu ,3.96,29,0.0259152
43145001,FRESH VEGETABLES,Hermanos,Hermanos Fresh Lima Beans ,8.69,29,0.0252233
43146001,FRESH FRUIT,Hermanos,Hermanos Fuji Apples ,17.1,33,0.029249
43147001,FRESH VEGETABLES,Hermanos,Hermanos Garlic ,14.2,29,0.0253491
43148001,FRESH FRUIT,Hermanos,Hermanos Golden Delcious Apples ,6.09,28,0.0248459
43149001,FRESH VEGETABLES,Hermanos,Hermanos Green Pepper ,16.2,32,0.0277393
43150001,FRESH FRUIT,Hermanos,Hermanos Honey Dew ,18.6,29,0.0252862
43151001,FRESH FRUIT,Hermanos,Hermanos Lemons ,4.78,29,0.0252862
43152001,FRESH VEGETABLES,Hermanos,Hermanos Lettuce ,15.7,32,0.0278651
43153001,FRESH FRUIT,Hermanos,Hermanos Limes ,16.2,31,0.0276764
43154001,FRESH FRUIT,Hermanos,Hermanos Macintosh Apples ,7.68,29,0.0256636
43155001,FRESH FRUIT,Hermanos,Hermanos Mandarin Oranges ,16.6,31,0.0275506
43156001,NUTS,Hermanos,Hermanos Mixed Nuts ,15.3,32,0.0282425
43157001,FRESH VEGETABLES,Hermanos,Hermanos Mushrooms ,8.3,31,0.027299
43158001,FRESH VEGETABLES,Hermanos,Hermanos New Potatos ,15.2,31,0.0274877
43159001,FRESH VEGETABLES,Hermanos,Hermanos Onions ,14.1,31,0.0271103
43160001,FRESH FRUIT,Hermanos,Hermanos Oranges ,14,28,0.0250346
43161001,NUTS,Hermanos,Hermanos Party Nuts ,9.39,30,0.0265442
43162001,FRESH FRUIT,Hermanos,Hermanos Peaches ,15.1,29,0.0259152
43163001,FRESH FRUIT,Hermanos,Hermanos Plums ,16.3,33,0.0288087
43164001,FRESH VEGETABLES,Hermanos,Hermanos Potatos ,16.2,30,0.0261668
43165001,FRESH VEGETABLES,Hermanos,Hermanos Prepared Salad ,12.1,32,0.0280538
43166001,FRESH FRUIT,Hermanos,Hermanos Red Delcious Apples ,14.5,31,0.0270474
43167001,FRESH VEGETABLES,Hermanos,Hermanos Red Pepper ,7.22,30,0.0267958
43168001,FRESH VEGETABLES,Hermanos,Hermanos Shitake Mushrooms ,5.05,33,0.02862
43169001,FRESH VEGETABLES,Hermanos,Hermanos Squash ,13.6,31,0.0274248
43170001,FRESH VEGETABLES,Hermanos,Hermanos Summer Squash ,12.1,33,0.0289345
43171001,FRESH VEGETABLES,Hermanos,Hermanos Sweet Onion ,8.71,31,0.0273619
43172001,FRESH VEGETABLES,Hermanos,Hermanos Sweet Peas ,13.1,32,0.0277393
43173001,FRESH FRUIT,Hermanos,Hermanos Tangerines ,13.2,30,0.0261039
43174001,FRESH VEGETABLES,Hermanos,Hermanos Tomatos ,12.8,30,0.0266071
43175001,NUTS,Hermanos,Hermanos Walnuts ,8.1,32,0.0283683
43176001,,Herdez,Salsa Mild,24 oz,28,0.0249088
43177001,,Heluva Good,Sour Cream Dip Bacon Ranch,12 oz,30,0.0262297
43178001,,Heinz,Ketchup Original,38 oz,28,0.0246572
43179001,,Hawaiian Punch,Aloha Morning Mixed Berry,128 oz,31,0.0270474
43180001,,Hawaiian Punch,Aloha Morning Orange Citrus,128 oz,30,0.0266071
43181001,,Hawaiian Punch,Juice Lemonade,128 oz,31,0.0268587
43182001,CHOCOLATE CANDY,Gulf Coast,Gulf Coast Malted Milk Balls ,19.7,30,0.0263555
43183001,CHOCOLATE CANDY,Gulf Coast,Gulf Coast Mint Chocolate Bar ,19.8,29,0.0256636
43184001,HARD CANDY,Gulf Coast,Gulf Coast Mints ,7.89,31,0.0276764
43185001,CHOCOLATE CANDY,Gulf Coast,Gulf Coast Semi-Sweet Chocolate Bar ,11.6,28,0.0250346
43186001,HARD CANDY,Gulf Coast,Gulf Coast Spicy Mints ,16.8,31,0.0275506
43187001,CHOCOLATE CANDY,Gulf Coast,Gulf Coast Tasty Candy Bar ,6.11,32,0.0284312
43188001,CHOCOLATE CANDY,Gulf Coast,Gulf Coast White Chocolate Bar ,17.2,30,0.0265442
43189001,CANNED FRUIT,Green Ribbon,Green Ribbon Canned Mixed Fruit ,11,31,0.0269216
43190001,CANNED FRUIT,Green Ribbon,Green Ribbon Canned Peaches ,15.5,30,0.02667
43191001,SODA/JUICE/DRINKS,Goya,Coconut Milk Original,13.5 oz,29,0.0252862
43192001,,Got Milk,Flavor Straws Chocolate,.95 oz,26,0.0230218
43193001,,Got Milk,Flavor Straws Strawberry Magic,.95 oz,32,0.0278022
43194001,YOGURT,Gorilla,Gorilla Blueberry Yogurt ,7.71,30,0.0262297
43195001,CHEESE,Gorilla,Gorilla Cheese Spread ,20.1,30,0.0263555
43196001,CHEESE,Gorilla,Gorilla Havarti Cheese ,10.3,33,0.0286829
43197001,CHEESE,Gorilla,Gorilla Head Cheese ,17.2,30,0.0262926
43198001,CHEESE,Gorilla,Gorilla Jack Cheese ,18.8,30,0.0267958
43199001,COTTAGE CHEESE,Gorilla,Gorilla Large Curd Cottage Cheese ,6.57,31,0.0272361
43200001,COTTAGE CHEESE,Gorilla,Gorilla Low Fat Cottage Cheese ,6.78,31,0.0270474
43201001,SOUR CREAM,Gorilla,Gorilla Low Fat Sour Cream ,12.5,29,0.0258523
43202001,CHEESE,Gorilla,Gorilla Low Fat String Cheese ,19.7,31,0.0275506
43203001,CHEESE,Gorilla,Gorilla Mild Cheddar Cheese ,6.85,31,0.0273619
43204001,CHEESE,Gorilla,Gorilla Muenster Cheese ,18.3,32,0.0278651
43205001,CHEESE,Gorilla,Gorilla Sharp Cheddar Cheese ,10.1,30,0.0267958
43206001,SOUR CREAM,Gorilla,Gorilla Sour Cream ,20.2,29,0.0252862
43207001,YOGURT,Gorilla,Gorilla Strawberry Yogurt ,5.57,32,0.0278651
43208001,CHEESE,Gorilla,Gorilla String Cheese ,15.2,30,0.0259781
43209001,DIAPERS,Good Nites,Boys L/XL,24 ct,3,0.00250636
43210001,DIAPERS,Good Nites,Boys S/M,31 ct,4,0.00308215
43211001,DIAPERS,Good Nites,Girl L & XL,11 ct,2,0.00209993
43212001,DIAPERS,Good Nites,Girls 2T-3T,25 ct,3,0.00248173
43213001,DIAPERS,Good Nites,Girls L/XL,24 ct,3,0.00243862
43214001,DIAPERS,Good Nites,Girls S/M,14 ct,3,0.00220153
43215001,DIAPERS,Good Nites,Girls S/M,31 ct,3,0.00237088
43216001,DIAPERS,Good Nites,Tru-Fit Refills L/XL,16 ct,2,0.00194993
43217001,DIAPERS,Good Nites,Tru-Fit Starter Kit L/XL - Boy,2 pkg,3,0.00220153
43218001,DIAPERS,Good Nites,Tru-Fit Starter Kit L/XL - Girl,2 pkg,3,0.00280195
43219001,TV DINNER,Golden,Golden Beef TV Dinner ,6.43,31,0.0275506
43220001,TV DINNER,Golden,Golden Chicken TV Dinner ,16.2,27,0.0236508
43221001,FRENCH FRIES,Golden,Golden Fajita French Fries ,17.5,29,0.0252233
43222001,FROZEN VEGETABLES,Golden,Golden Frozen Broccoli ,11.6,28,0.0242169
43223001,FROZEN VEGETABLES,Golden,Golden Frozen Carrots ,5.57,31,0.0275506
43224001,FROZEN VEGETABLES,Golden,Golden Frozen Cauliflower ,4.15,32,0.0279909
43225001,PIZZA,Golden,Golden Frozen Cheese Pizza ,16.1,31,0.0271732
43226001,FROZEN CHICKEN,Golden,Golden Frozen Chicken Breast ,11.6,29,0.0258523
43227001,FROZEN CHICKEN,Golden,Golden Frozen Chicken Thighs ,10,33,0.0287458
43228001,FROZEN CHICKEN,Golden,Golden Frozen Chicken Wings ,13.3,31,0.0272361
43229001,FROZEN VEGETABLES,Golden,Golden Frozen Corn ,18.8,31,0.0272361
43230001,PIZZA,Golden,Golden Frozen Mushroom Pizza ,14.3,30,0.0263555
43231001,FROZEN VEGETABLES,Golden,Golden Frozen Peas ,9.89,32,0.0279909
43232001,PIZZA,Golden,Golden Frozen Pepperoni Pizza ,10.8,32,0.0277393
43233001,PIZZA,Golden,Golden Frozen Sausage Pizza ,17,34,0.0299409
43234001,POPSICLES,Golden,Golden Grape Popsicles ,8.48,31,0.0270474
43235001,FRENCH FRIES,Golden,Golden Home Style French Fries ,18.6,31,0.0272361
43236001,ICE CREAM,Golden,Golden Ice Cream ,8.81,30,0.0262297
43237001,ICE CREAM,Golden,Golden Ice Cream Sandwich ,10.3,29,0.0252862
43238001,POPSICLES,Golden,Golden Lemon Popsicles ,7.35,30,0.0267958
43239001,POPSICLES,Golden,Golden Lime Popsicles ,17.2,30,0.0264184
43240001,FRENCH FRIES,Golden,Golden Low Fat French Fries ,13.1,31,0.0269845
43241001,POPSICLES,Golden,Golden Orange Popsicles ,17,29,0.0257894
43242001,TV DINNER,Golden,Golden Turkey TV Dinner ,9.69,29,0.0259152
43243001,,Glutino,Bagels Sesame,22 oz,29,0.0251604
43244001,,Glutino,Cookies Chocolate,8.6 oz,30,0.0266071
43245001,,Glutino,Cookies Vanilla Creme Chocolate,10.5 oz,31,0.0274248
43246001,,Glaceau,Vitamin Water Tropical Citrus,20 oz,28,0.0246572
43247001,COFFEE/CREAMER,Gevalia Kaffe,Coffee Bold Majestic Roast,12 oz,31,0.0269216
43248001,COFFEE/CREAMER,Gevalia Kaffe,Coffee French Roast,12 oz,30,0.0259781
43249001,COFFEE/CREAMER,Gevalia Kaffe,Coffee House Blend,12 oz,29,0.025412
43250001,COFFEE/CREAMER,Gevalia Kaffe,Coffee House Blend Decaf,12 oz,30,0.0259781
43251001,HAMBURGER,Gerolli,Gerolli Extra Lean Hamburger ,11.8,34,0.0296893
43252001,HAMBURGER,Gerolli,Gerolli Seasoned Hamburger ,17.5,33,0.0289974
43253001,BABY FOOD,Gerber Graduates,Bitty Bites Blueberry,2.5 oz,2,0.00158511
43254001,BABY FOOD,Gerber Graduates,Bitty Bites Strawberry,2.5 oz,2,0.00176123
43255001,BABY FOOD,Gerber Graduates,Breakfast Buddies Apple Cinnamon Hot Cereal,4.5 oz,2,0.00136095
43256001,BABY FOOD,Gerber Graduates,Cookies Arrowroot,5.5 oz,2,0.00149704
43257001,BABY FOOD,Gerber Graduates,Fruit & Veggie Melts Truly Tropical Blend,1 oz,2,0.00135479
43258001,BABY FOOD,Gerber Graduates,Grabbers Apple & Sweet Potato,4.23 oz,2,0.00136095
43259001,BABY FOOD,Gerber Graduates,Grabbers Pear & Squash,4.23 oz,2,0.00184929
43260001,BABY FOOD,Gerber Graduates,Grabbers Strawberry Banana,4.23 oz,2,0.00188703
43261001,BABY FOOD,Gerber Graduates,Lil Biscuits Vanilla Wafers,4.44 oz,2,0.00167317
43262001,BABY FOOD,Gerber Graduates,Lil Crunchies Cinnamon Maple,48 oz,2,0.00158511
43263001,BABY FOOD,Gerber Graduates,Lil Crunchies Mild Cheddar,48 oz,2,0.00176123
43264001,BABY FOOD,Gerber Graduates,Lil Crunchies Veggie Dip,48 oz,2,0.00140898
43265001,BABY FOOD,Gerber Graduates,Lil Entrees Cheese Ravioli & Tomato Sauce,5.3 oz,2,0.00168117
43266001,BABY FOOD,Gerber Graduates,Lil Entrees Macaroni & Cheese,6.6 oz,2,0.001441
43267001,BABY FOOD,Gerber Graduates,Lil Entrees Mashed Potatoes & Gravy,5.3 oz,1,0.00128089
43268001,BABY FOOD,Gerber Graduates,Lil Entrees Meatloaf & Mashed Potatoes,6.67 oz,1,0.00120084
43269001,BABY FOOD,Gerber Graduates,Lil Meals Pasta Stars With Chicken & Vegetables,6 oz,1,0.00128089
43270001,BABY FOOD,Gerber Graduates,Lil Meals Spaghetti Rings & Meat Sauce,6 oz,2,0.00162575
43271001,BABY FOOD,Gerber Graduates,Lil Meals White Turkey Stew With Rice & Vegetables,6 oz,2,0.00166338
43272001,BABY FOOD,Gerber Graduates,Lil Sticks Chicken Sticks,2.5 oz,2,0.00176123
43273001,BABY FOOD,Gerber Graduates,Lil Sticks Meat Sticks,2.5 oz,2,0.00167317
43274001,BABY FOOD,Gerber Graduates,Pasta Pick Ups Beef Ravioli,6 oz,2,0.00160112
43275001,BABY FOOD,Gerber Graduates,Pasta Pick Ups Cheese Ravioli,6 oz,2,0.00152106
43276001,BABY FOOD,Gerber Graduates,Pasta Pick Ups Chicken Carrot Ravioli,6 oz,2,0.00196445
43277001,BABY FOOD,Gerber Graduates,Pasta Pick Ups Spinach & Cheese Ravioli,6 oz,2,0.00183461
43278001,BABY FOOD,Gerber Graduates,Puffs Apple Cinnamon,48 oz,2,0.001431
43279001,BABY FOOD,Gerber Graduates,Puffs Blueberry,48 oz,2,0.00168784
43280001,BABY FOOD,Gerber Graduates,Puffs Peach,48 oz,2,0.001441
43281001,BABY FOOD,Gerber Graduates,Puffs Strawberry Apple,48 oz,1,0.001272
43282001,BABY FOOD,Gerber Graduates,Yogurt Blends Banana Vanilla,14 oz,2,0.00176123
43283001,BABY FOOD,Gerber Graduates,Yogurt Blends Mixed Berry,14 oz,3,0.00224156
43284001,BABY FOOD,Gerber Graduates,Yogurt Melts Mixed Berry,1 oz,2,0.00168117
43285001,BABY FOOD,Gerber Graduates,Yogurt Melts Peach,1 oz,2,0.00184929
43286001,BABY FOOD,Gerber Graduates,Yogurt Melts Strawberry,1 oz,2,0.00196445
43287001,BABY FOOD,Gerber Good Start,Formula Soy Concentrate,12.10 oz,2,0.00154107
43288001,BABY FOOD,Gerber,1st Foods Applesauce,5 oz,2,0.00193735
43289001,BABY FOOD,Gerber,1st Foods Bananas,5 oz,2,0.00183461
43290001,BABY FOOD,Gerber,1st Foods Carrots,5 oz,2,0.00132092
43291001,BABY FOOD,Gerber,1st Foods Peaches,5 oz,2,0.00211347
43292001,BABY FOOD,Gerber,1st Foods Peas,5 oz,2,0.00168784
43293001,BABY FOOD,Gerber,1st Foods Prunes,5 oz,2,0.00176123
43294001,BABY FOOD,Gerber,1st Foods Squash,5 oz,2,0.00149027
43295001,BABY FOOD,Gerber,1st Foods Sweet Potatoes,5 oz,2,0.00184128
43296001,BABY FOOD,Gerber,Cereal Multigrain,8 oz,2,0.00156554
43297001,BABY FOOD,Gerber,Cereal Multigrain & Apple Sweet Potato,8 oz,2,0.00162575
43298001,BABY FOOD,Gerber,Cereal Oatmeal,16 oz,2,0.00176123
43299001,BABY FOOD,Gerber,Cereal Oatmeal & Banana,8 oz,2,0.00152106
43300001,BABY FOOD,Gerber,Cereal Oatmeal & Peach Apple,8 oz,2,0.001431
43301001,BABY FOOD,Gerber,Cereal Rice,16 oz,2,0.00158511
43302001,BABY FOOD,Gerber,Cereal Rice,8 oz,2,0.00149704
43303001,BABY FOOD,Gerber,Cereal Rice & Banana Apple,8 oz,2,0.00184929
43304001,BABY FOOD,Gerber,Cereal Rice DHA Probotic,8 oz,2,0.00146769
43305001,BABY FOOD,Gerber,Cereal Single Grain Oatmeal,8 oz,2,0.00142253
43306001,BABY FOOD,Gerber,Cereal Whole Wheat,8 oz,2,0.00205477
43307001,BABY FOOD,Gerber,DHA Organic Macaroni & Cheese With Vegetables,2 pkg,2,0.00195692
43308001,BABY FOOD,Gerber,Organic Pouch Apple Blackberry,3.5 oz,3,0.0023483
43309001,BABY FOOD,Gerber,Organic Pouch Apples & Summer Peachs,3.5 oz,2,0.00154107
43310001,BABY FOOD,Gerber,Organic Pouch Banana Mango,3.5 oz,1,0.000990691
43311001,BABY FOOD,Gerber,Organic Pouch Banana Squash,3.5 oz,2,0.001908
43312001,BABY FOOD,Gerber,Organic Pouch Pear Peach Strawberry,3.5 oz,2,0.00161446
43313001,BABY FOOD,Gerber,Stage 2 Apple Banana Strawberry,7 oz,2,0.00146769
43314001,BABY FOOD,Gerber,Stage 2 Apple Blueberry,4 oz,2,0.00161446
43315001,BABY FOOD,Gerber,Stage 2 Apple Blueberry,7 oz,2,0.00140898
43316001,BABY FOOD,Gerber,Stage 2 Apple Strawberry Banana,4 oz,2,0.00139431
43317001,BABY FOOD,Gerber,Stage 2 Apples,8 oz,2,0.00166338
43318001,BABY FOOD,Gerber,Stage 2 Apples & Cherries,7 oz,2,0.00160112
43319001,BABY FOOD,Gerber,Stage 2 Apples & Mangos With Rice Cereal,7 oz,2,0.00208145
43320001,BABY FOOD,Gerber,Stage 2 Applesauce,4 oz,2,0.001908
43321001,BABY FOOD,Gerber,Stage 2 Applesauce,7 oz,2,0.00168117
43322001,BABY FOOD,Gerber,Stage 2 Apricots W/ Mixed Fruit,7 oz,2,0.00132092
43323001,BABY FOOD,Gerber,Stage 2 Banana & Orange Medley,7 oz,2,0.00161446
43324001,BABY FOOD,Gerber,Stage 2 Banana & Plum Grape,7 oz,2,0.00193735
43325001,BABY FOOD,Gerber,Stage 2 Bananas,4 oz,1,0.0011448
43326001,BABY FOOD,Gerber,Stage 2 Bananas,8 oz,2,0.00154107
43327001,BABY FOOD,Gerber,Stage 2 Bananas & Mixed Berries,8 oz,2,0.00211347
43328001,BABY FOOD,Gerber,Stage 2 Bananas W/ Apples & Pears,7 oz,2,0.00193735
43329001,BABY FOOD,Gerber,Stage 2 Beef & Gravy,2.5 oz,2,0.00185907
43330001,BABY FOOD,Gerber,Stage 2 Blended Fruits With Oatmeal,7 oz,2,0.00185907
43331001,BABY FOOD,Gerber,Stage 2 Carrots,7 oz,2,0.00183461
43332001,BABY FOOD,Gerber,Stage 2 Carrots,8 oz,1,0.001272
43333001,BABY FOOD,Gerber,Stage 2 Chicken & Gravy,2.5 oz,2,0.00139431
43334001,BABY FOOD,Gerber,Stage 2 Chicken Noodle,7 oz,2,0.00152106
43335001,BABY FOOD,Gerber,Stage 2 Green Beans,4 oz,2,0.00160112
43336001,BABY FOOD,Gerber,Stage 2 Green Beans,7 oz,2,0.00167317
